what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1743692550859
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692562150
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692582286
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743692586363
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743692599280
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743692602494
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743692610614
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692635794
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692646765
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692649966
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692888347
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692916435
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743692916462
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743692918413
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692921743
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743692925957
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743692925965
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692926041
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743692926064
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743693008143
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743693012933
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743693017884
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743693033099
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743693041713
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743693041728
