what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743689759427
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743689761800
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689764168
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689770992
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689771006
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689771083
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743689771111
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743689872084
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743689876638
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689884869
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743689891483
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689894940
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689916766
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689921367
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689947281
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743689947303
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743689950488
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689955882
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689961486
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689961499
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689961585
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743689961615
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743690074294
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743690115945
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743690120765
