what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743687561567
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743687825024
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743687830972
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743687840443
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743687840471
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743687842029
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743687845202
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743687852072
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743687852095
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743687852219
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743687852240
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743688040538
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743688076173
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743688103935
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743688108801
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743688125809
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743688125828
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743688129980
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743688133175
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743688138042
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743688138061
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743688138136
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743688138157
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743688177520
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743688182114
