what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692059189
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692068988
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692070620
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692071564
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692183997
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692191416
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692203435
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692273111
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692274495
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1743692276267
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692279647
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692296926
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692298634
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692299078
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692418944
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692442360
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692447767
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692458273
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692462277
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692466594
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692470303
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692475465
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692478168
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692494964
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743692548433
