what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696339166
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743696347480
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696352589
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696363698
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743696363726
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743696365880
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696369865
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743696374610
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743696374630
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696374757
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743696374776
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696376976
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696393474
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1743696395043
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743696397727
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743696404975
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696414097
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696452419
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696456882
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696468499
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743696468523
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743696471570
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743696474474
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743696483387
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743696483397
