what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743370061105
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200901300802,org.eclipse.cdt.debug.mi.ui,1743370061144
started,bundle,org.eclipse.dltk.validators.ui,0.95.1.v20080707-1511,org.eclipse.dltk.validators.ui,1743370061145
started,bundle,org.eclipse.cdt.debug.core,5.0.2.200901300802,org.eclipse.cdt.debug.core,1743370061158
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200901300802,org.eclipse.cdt.debug.mi.core,1743370061160
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743370070066
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743370177152
started,bundle,net.sf.eclipsefp.common.ui,0.10.0,net.sf.eclipsefp.common.ui,1743370181336
started,bundle,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui,1743370181337
started,bundle,de.leiffrenzel.fp.haskell.ghccompiler,0.10.0,de.leiffrenzel.fp.haskell.ghccompiler,1743370181338
started,bundle,net.sf.eclipsefp.haskell.hugs,0.10.0,net.sf.eclipsefp.haskell.hugs,1743370181448
executed,command,,,es.urjc.escet.gavab.pascalfc.ui.launcher.PascalfcLaunchShortcut.debug,1743370194758
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743370200205
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1743370211668
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743370215119
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743370217689
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743370222158
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743370223148
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743370223162
closed,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743370223177
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743370226359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743370248988
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743370297902
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743370305781
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743370308524
