what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694162624
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743694166738
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743694166744
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694166787
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743694166801
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743694344032
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743694351467
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743694359679
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694383270
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694406582
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743694406596
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743694408758
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694411344
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743694416259
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743694416274
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694416313
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743694416325
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743694574222
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743694579169
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743694591570
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694595154
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694902559
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694907476
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694921426
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694924913
