what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743689358363
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743689361978
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689370216
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689373887
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689419299
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689422658
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689430286
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743689430308
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743689433242
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689436345
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689441581
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689441593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689441690
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743689441711
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689453171
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689496353
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743689658289
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743689662819
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689673960
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743689677346
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689682381
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689690176
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689747903
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689750908
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689759400
