what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743693043657
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743693045947
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743693050949
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743693050957
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743693050999
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743693051017
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743693200138
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743693604239
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743693909091
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743693936635
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743693946218
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743693946234
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743693947781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743693950183
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743693953968
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743693953982
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743693954031
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743693954047
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743694110610
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743694116100
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743694116110
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694143418
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743694158687
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743694158706
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743694160608
