what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743695723112
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743695736114
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1743695737636
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743695746618
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743695752826
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743695761256
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743695763700
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743695766955
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743695771669
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743695775528
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743695778866
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743695795322
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743695795341
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743695797444
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743695799756
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743695804125
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743695804140
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743695804178
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743695804191
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743695806417
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743695817297
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1743695820142
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743695827612
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743695834186
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743695839471
