what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691438092
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1743691463068
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743691562141
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743691565896
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743691580448
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691581797
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691597878
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691602235
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691602320
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691604605
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691638346
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691681310
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691695391
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743691695413
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743691698627
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691701394
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743691706746
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743691706758
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743691706801
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743691706823
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743691935100
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692037152
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692041496
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692045190
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743692050995
