what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689060473
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743689067515
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743689071706
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689076773
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689078776
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689079731
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1743689149601
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743689155115
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689155128
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743689158517
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689169125
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1743689172071
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689184938
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689187968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689228202
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689233518
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689249542
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743689249568
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1743689251004
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1743689251117
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689254056
opened,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689262019
activated,editor,net.sf.pfcdt,1.0.7.200902041148,es.urjc.escet.gavab.pascalfc.editors.PascalEditor,1743689262037
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1743689262104
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1743689262133
